chromosome	location	beta_diet	se_beta_diet	pvalue	info
chr10	79516029	0.1828	0.3606	0.586786132	chr10_79516029
chr10	79516104	0.03333	0.3087	0.909623908	chr10_79516104
chr10	79516187	-0.5537	0.3713	0.108260857	chr10_79516187
chr10	79516442	0.345	0.444	0.385836961	chr10_79516442
chr10	79516995	-0.1478	0.4707	0.721922051	chr10_79516995
chr10	79517059	0.6174	0.7245	0.216334415	chr10_79517059
chr10	79517150	0.2316	0.6256	0.63511938	chr10_79517150
chr10	79517682	-0.3625	0.3236	0.236448011	chr10_79517682
chr10	79517740	-0.0007584	0.3823	0.998287053	chr10_79517740
chr10	79517754	0.4789	0.5042	0.271394743	chr10_79517754
chr10	79518507	-0.1224	0.1848	0.500345899	chr10_79518507
chr10	79519125	-0.6119	0.2466	0.010454608	chr10_79519125
chr10	79520776	0.07085	0.8581	0.872253792	chr10_79520776
chr10	79521600	0.05902	0.2702	0.820525315	chr10_79521600
chr10	79521610	-0.1526	0.2773	0.566801401	chr10_79521610
chr10	79521612	-0.08599	0.2895	0.756319308	chr10_79521612
chr10	79521618	-0.1522	0.1868	0.406892906	chr10_79521618
chr10	79521633	-0.416	0.2124	0.045037798	chr10_79521633
chr10	79521649	-0.4136	0.2559	0.094538907	chr10_79521649
chr10	79521654	-0.5234	0.2522	0.031979803	chr10_79521654
chr10	79521665	-0.3212	0.2134	0.123403575	chr10_79521665
chr10	79521685	0.07549	0.3999	0.836824076	chr10_79521685
chr10	79521703	-0.4624	0.4334	0.236461378	chr10_79521703
chr10	79521733	-0.2057	0.4136	0.584892318	chr10_79521733
chr10	79521741	0.3831	0.4499	0.340352791	chr10_79521741
chr10	79521770	-0.2107	0.5202	0.635316688	chr10_79521770
chr10	79522254	-0.3268	0.2784	0.22164382	chr10_79522254
chr10	79522287	-0.264	0.3472	0.417475859	chr10_79522287
chr10	79534607	0.02349	0.1866	0.898042291	chr10_79534607
chr10	79534625	-0.1599	0.2208	0.457778027	chr10_79534625
chr10	79534658	0.4186	0.4796	0.319896539	chr10_79534658
chr10	79534688	-0.4334	0.6939	0.385726106	chr10_79534688
chr10	79534701	0.4497	0.5731	0.338301095	chr10_79534701
chr10	79534721	-0.4859	0.534	0.281830046	chr10_79534721
chr10	79535812	0.4735	0.2703	0.068837382	chr10_79535812
chr10	79536694	0.07588	0.2478	0.751947395	chr10_79536694
chr10	79536882	0.6025	0.3154	0.044112571	chr10_79536882
chr10	79537341	0.4538	0.5332	0.31440271	chr10_79537341
chr10	79537373	0.5118	0.5877	0.281770549	chr10_79537373
chr10	79537449	0.2931	0.6233	0.547612268	chr10_79537449
chr10	79537540	0.5663	0.7458	0.254358137	chr10_79537540
chr10	79541451	-0.02638	0.2725	0.91985606	chr10_79541451
chr10	79541462	-0.1191	0.3159	0.691097454	chr10_79541462
chr10	79541480	-0.2348	0.3116	0.427771098	chr10_79541480
chr10	79541482	-0.1377	0.2533	0.574149663	chr10_79541482
chr10	79543001	-0.1173	0.3884	0.743109226	chr10_79543001
chr10	79545118	0.05504	0.5681	0.90628417	chr10_79545118
chr10	79545207	-0.03773	0.2528	0.877405546	chr10_79545207
chr10	79545239	-0.04089	0.36	0.903100078	chr10_79545239
chr10	79545261	0.07213	0.2832	0.790571572	chr10_79545261
chr10	79545458	-0.1655	0.6312	0.735324919	chr10_79545458
chr10	79545504	-0.2444	0.7447	0.62290434	chr10_79545504
chr10	79552515	0.05988	0.8813	0.885672849	chr10_79552515
chr10	79554552	0.316	0.795	0.512303148	chr10_79554552
chr10	79554624	0.8342	0.4147	0.027061945	chr10_79554624
chr10	795549	-0.06218	0.5662	0.894008953	chr10_795549
chr10	795560	0.4065	0.6787	0.414768085	chr10_795560
chr10	79561721	-0.8642	0.5221	0.052288139	chr10_79561721
chr10	79567652	-0.8655	0.4781	0.039291822	chr10_79567652
chr10	79569250	0.1296	0.5945	0.786306472	chr10_79569250
chr10	79575228	-0.7125	0.7192	0.153912027	chr10_79575228
chr10	79575389	0.1855	0.6118	0.701489304	chr10_79575389
chr10	79575764	-0.5587	0.7588	0.258283246	chr10_79575764
chr10	79575791	-0.6552	0.5849	0.167258146	chr10_79575791
chr10	795787	-0.0176	0.6605	0.971689377	chr10_795787
chr10	79579965	1.44	0.4899	0.00074706	chr10_79579965
chr10	79579967	1.19	0.4795	0.004682924	chr10_79579967
chr10	79580170	-0.03998	0.4768	0.924003491	chr10_79580170
chr10	79580253	0.9566	0.4911	0.025345353	chr10_79580253
chr10	795803	-0.5077	0.6858	0.309061397	chr10_795803
chr10	79580781	0.05991	0.2796	0.823402251	chr10_79580781
chr10	79580840	0.5135	0.2311	0.022383029	chr10_79580840
chr10	79582767	0.2699	0.2962	0.34007384	chr10_79582767
chr10	79582777	-0.5712	0.2937	0.041894053	chr10_79582777
chr10	79582810	0.5662	0.6049	0.239809733	chr10_79582810
chr10	79582841	0.205	0.7455	0.679918379	chr10_79582841
chr10	79586591	-0.4935	0.8703	0.249604428	chr10_79586591
chr10	795868	-0.01881	0.1886	0.919107963	chr10_795868
chr10	7958896	-0.6104	0.66	0.218302686	chr10_7958896
chr10	795892	0.05613	0.201	0.775589218	chr10_795892
chr10	79589564	0.3031	0.2958	0.283414068	chr10_79589564
chr10	79589605	0.386	0.4998	0.372571622	chr10_79589605
chr10	7959069	0.03113	0.513	0.943641911	chr10_7959069
chr10	795907	-0.06146	0.2355	0.788291998	chr10_795907
chr10	795923	-0.08649	0.2857	0.752080685	chr10_795923
chr10	7959245	0.9242	0.5302	0.039795055	chr10_7959245
chr10	79592489	-0.04615	0.8136	0.922282533	chr10_79592489
chr10	79596223	0.7629	0.4935	0.07550047	chr10_79596223
chr10	79596238	0.2571	0.3685	0.45294862	chr10_79596238
chr10	79596258	0.3481	0.4533	0.388950874	chr10_79596258
chr10	79596325	0.8895	0.4136	0.018169902	chr10_79596325
chr10	79596330	0.06044	0.4712	0.884375719	chr10_79596330
chr10	79596357	0.1612	0.4356	0.680985702	chr10_79596357
chr10	79603913	-0.2632	0.2065	0.192693299	chr10_79603913
chr10	79603995	0.08649	0.4316	0.824197011	chr10_79603995
chr10	79604000	-0.4536	0.3554	0.17211074	chr10_79604000
chr10	79604006	-0.2816	0.3434	0.382591853	chr10_79604006
chr10	79604069	-0.6063	0.2798	0.024004604	chr10_79604069
chr10	79605458	0.6644	0.4666	0.10741674	chr10_79605458
chr10	79609591	-0.7041	0.7393	0.157260139	chr10_79609591
chr10	79615757	0.3529	0.3256	0.25166674	chr10_79615757
chr10	79615765	0.4334	0.3926	0.230024764	chr10_79615765
chr10	79616978	-0.04168	0.3518	0.899282966	chr10_79616978
chr10	79617129	-0.1308	0.3822	0.711124699	chr10_79617129
chr10	79618434	-0.2537	0.8862	0.536636077	chr10_79618434
chr10	79618594	-0.1337	0.7226	0.788958894	chr10_79618594
chr10	79622611	-0.1068	0.3015	0.710252526	chr10_79622611
chr10	79622616	0.1494	0.2365	0.515591173	chr10_79622616
chr10	79622648	-0.04155	0.154	0.784805095	chr10_79622648
chr10	79622680	0.1416	0.2002	0.470351232	chr10_79622680
chr10	79624370	-0.2763	0.6741	0.578955236	chr10_79624370
chr10	79624567	0.01063	0.599	0.982318686	chr10_79624567
chr10	79625307	0.1337	0.3846	0.706470306	chr10_79625307
chr10	79625352	-0.00524	0.5161	0.990542299	chr10_79625352
chr10	79628000	-0.002117	0.3181	0.994399083	chr10_79628000
chr10	79628032	0.3596	0.3548	0.278340434	chr10_79628032
chr10	79628054	0.1022	0.3909	0.776372977	chr10_79628054
chr10	79628064	0.07792	0.6586	0.875066663	chr10_79628064
chr10	79629177	-0.2704	0.4249	0.482054989	chr10_79629177
chr10	79629187	0.3618	0.3557	0.276451405	chr10_79629187
chr10	79629211	0.2783	0.4331	0.47590263	chr10_79629211
chr10	79629230	-0.1046	0.2946	0.710230377	chr10_79629230
chr10	796364	-0.01172	0.1487	0.936473861	chr10_796364
chr10	79637630	0.228	0.8742	0.591180939	chr10_79637630
chr10	79637674	-0.261	0.7845	0.591616519	chr10_79637674
chr10	79637761	-0.1465	0.4212	0.701354285	chr10_79637761
chr10	79637772	0.2163	0.4956	0.615320825	chr10_79637772
chr10	79643980	-0.04893	0.4914	0.908977326	chr10_79643980
chr10	79644777	0.2141	0.2826	0.429643436	chr10_79644777
chr10	796449	-0.6343	0.3917	0.07841004	chr10_796449
chr10	796473	-0.3588	0.4477	0.37010894	chr10_796473
chr10	79652975	-0.135	0.7561	0.784992645	chr10_79652975
chr10	79655112	0.2405	0.841	0.597111276	chr10_79655112
chr10	79657550	0.1282	0.5065	0.769102643	chr10_79657550
chr10	79658883	-0.3387	0.4442	0.39473219	chr10_79658883
chr10	79658965	0.09034	0.6824	0.856283278	chr10_79658965
chr10	796601	-0.5814	0.3698	0.090616276	chr10_796601
chr10	79660699	-0.1181	0.6464	0.81075243	chr10_79660699
chr10	79660716	-0.002329	0.3643	0.994522708	chr10_79660716
chr10	79660888	-0.662	0.3317	0.034382977	chr10_79660888
chr10	79661892	0.4823	0.6752	0.332857213	chr10_79661892
chr10	79661933	-0.6567	0.3669	0.054349193	chr10_79661933
chr10	796631	-0.3666	0.3958	0.313171243	chr10_796631
chr10	796645	0.2081	0.2121	0.315386499	chr10_796645
chr10	796654	0.1091	0.2331	0.630304795	chr10_796654
chr10	796660	0.394	0.1992	0.043553581	chr10_796660
chr10	79666515	-0.05341	0.2962	0.850258126	chr10_79666515
chr10	79666527	-0.04632	0.2719	0.859487875	chr10_79666527
chr10	79669385	0.1582	0.476	0.705495954	chr10_79669385
chr10	79669427	0.1048	0.5364	0.816927356	chr10_79669427
chr10	79669490	0.1319	0.4023	0.720250987	chr10_79669490
chr10	79669556	-0.05003	0.47	0.904010347	chr10_79669556
chr10	796718	0.4774	0.527	0.286463025	chr10_796718
chr10	796728	-0.1386	0.1581	0.374634118	chr10_796728
chr10	79672834	-0.2626	0.3795	0.454512517	chr10_79672834
chr10	79673223	0.5192	0.447	0.194127512	chr10_79673223
chr10	79673825	0.3993	0.8258	0.391234466	chr10_79673825
chr10	796757	-0.07132	0.1428	0.613831906	chr10_796757
chr10	79676160	-1.11	0.8426	0.014438969	chr10_79676160
chr10	79676225	0.1799	0.7263	0.718588478	chr10_79676225
chr10	79676249	-0.3211	0.7156	0.52062154	chr10_79676249
chr10	79676690	-0.1204	0.4134	0.749078644	chr10_79676690
chr10	79676719	0.3317	0.3578	0.320818223	chr10_79676719
chr10	79676753	0.291	0.3317	0.352398095	chr10_79676753
chr10	79676795	-0.083	0.477	0.843061674	chr10_79676795
chr10	79676809	-0.3842	0.4337	0.325538374	chr10_79676809
chr10	796787	0.0307	0.1577	0.8437178	chr10_796787
chr10	79679272	0.7648	0.6223	0.116407248	chr10_79679272
chr10	79679579	0.6457	0.6882	0.195941464	chr10_79679579
chr10	796800	-0.09995	0.1884	0.589063419	chr10_796800
chr10	79684115	0.08007	0.4375	0.838721478	chr10_79684115
chr10	79687763	0.07328	0.2952	0.795004855	chr10_79687763
chr10	79687789	0.3148	0.3027	0.275200466	chr10_79687789
chr10	79690628	1.383	0.8224	0.003117168	chr10_79690628
chr10	79690737	-0.1596	0.5323	0.723205946	chr10_79690737
chr10	79690770	-0.08239	0.3808	0.814992992	chr10_79690770
chr10	79690845	-0.2701	0.2955	0.338682977	chr10_79690845
chr10	79690855	-0.05681	0.2847	0.835105885	chr10_79690855
chr10	79690909	0.1029	0.3015	0.720380485	chr10_79690909
chr10	79690914	-0.5363	0.3698	0.118549019	chr10_79690914
chr10	79690919	-0.02646	0.3122	0.92891301	chr10_79690919
chr10	79690925	-0.558	0.221	0.00962829	chr10_79690925
chr10	79690931	0.03621	0.2019	0.85470598	chr10_79690931
chr10	79690944	-0.2639	0.2366	0.250977225	chr10_79690944
chr10	79690951	-0.1743	0.1847	0.336948031	chr10_79690951
chr10	79690959	-0.1605	0.1811	0.367507767	chr10_79690959
chr10	79690963	-0.1183	0.1918	0.529705119	chr10_79690963
chr10	79690976	-0.1382	0.2488	0.56630619	chr10_79690976
chr10	79690983	-0.1031	0.2182	0.628266087	chr10_79690983
chr10	79690992	-0.1468	0.1984	0.450293123	chr10_79690992
chr10	79690994	0.127	0.2848	0.641793981	chr10_79690994
chr10	79691001	-0.01456	0.217	0.945200869	chr10_79691001
chr10	79691007	0.03096	0.2429	0.895462872	chr10_79691007
chr10	79691015	-0.3484	0.3288	0.26186497	chr10_79691015
chr10	79691022	-0.4008	0.294	0.153781754	chr10_79691022
chr10	79691065	-0.261	0.3489	0.424739412	chr10_79691065
chr10	79691069	-0.08904	0.2862	0.745413393	chr10_79691069
chr10	79697406	-0.4349	0.427	0.26001864	chr10_79697406
chr10	79698397	0.7374	0.439	0.061552496	chr10_79698397
chr10	79699692	0.4047	0.9488	0.176910157	chr10_79699692
chr10	79700786	0.6016	0.4671	0.145222255	chr10_79700786
chr10	79700798	0.5276	0.4638	0.199137049	chr10_79700798
chr10	79700840	0.3113	0.3871	0.383108952	chr10_79700840
chr10	79700904	0.3165	0.5018	0.465891155	chr10_79700904
chr10	79700963	0.2925	0.6837	0.557711623	chr10_79700963
chr10	79700974	-0.07014	0.5923	0.883152352	chr10_79700974
chr10	79701042	-0.2464	0.4571	0.54446633	chr10_79701042
chr10	79701284	0.7671	0.4479	0.055422809	chr10_79701284
chr10	79705142	-0.3773	0.7802	0.439466421	chr10_79705142
chr10	79705153	-0.1945	0.2764	0.464037074	chr10_79705153
chr10	79705163	-0.04033	0.258	0.871466954	chr10_79705163
chr10	79710191	-0.5112	0.7623	0.300145765	chr10_79710191
chr10	79710256	0.5193	0.8855	0.206891916	chr10_79710256
chr10	79711044	-0.1406	0.6821	0.77803461	chr10_79711044
chr10	79711126	-0.513	0.7475	0.301529806	chr10_79711126
chr10	79711146	-0.7711	0.872	0.070841348	chr10_79711146
chr10	79720570	0.1691	0.4361	0.666550002	chr10_79720570
chr10	79724634	-0.2363	0.5637	0.61179558	chr10_79724634
chr10	79724939	0.8416	0.8232	0.071749711	chr10_79724939
chr10	79724951	0.865	0.8149	0.067041478	chr10_79724951
chr10	79724959	0.328	0.8762	0.437317421	chr10_79724959
chr10	79725194	0.3158	0.7445	0.525196879	chr10_79725194
chr10	79725206	-0.2252	0.5648	0.628975133	chr10_79725206
chr10	79725498	-0.3523	0.2772	0.185915368	chr10_79725498
chr10	79726082	0.5746	0.6567	0.245959877	chr10_79726082
chr10	79726996	0.2548	0.7941	0.597550968	chr10_79726996
chr10	79729074	0.08822	0.336	0.780424062	chr10_79729074
chr10	79730164	0.3144	0.6646	0.526655575	chr10_79730164
chr10	79730167	0.4216	0.6229	0.386938193	chr10_79730167
chr10	79730176	0.6793	0.8264	0.144340302	chr10_79730176
chr10	79730219	-0.6291	0.2354	0.005964182	chr10_79730219
chr10	79730297	-0.8618	0.4974	0.045803963	chr10_79730297
chr10	79731137	0.1939	0.4708	0.640624687	chr10_79731137
chr10	79740064	0.01412	0.5932	0.976412347	chr10_79740064
chr10	79740385	0.237	0.6921	0.635201485	chr10_79740385
chr10	79740396	1.229	0.8842	0.002923569	chr10_79740396
chr10	79740416	0.04322	0.6042	0.928469058	chr10_79740416
chr10	79740430	-0.293	0.6441	0.552054757	chr10_79740430
chr10	79740437	0.4932	0.5761	0.294927328	chr10_79740437
chr10	79740441	0.6266	0.7408	0.207955207	chr10_79740441
chr10	79740446	0.4167	0.6389	0.396541503	chr10_79740446
chr10	79746164	-0.5751	0.4758	0.169372997	chr10_79746164
chr10	79746182	0.6456	0.3793	0.065835052	chr10_79746182
chr10	79746184	0.3586	0.3274	0.246381307	chr10_79746184
chr10	79750626	-0.08342	0.646	0.865663609	chr10_79750626
chr10	79752475	0.04168	0.6057	0.931083451	chr10_79752475
chr10	79756628	0.302	0.2742	0.252092605	chr10_79756628
chr10	79767811	0.3662	0.6579	0.459846743	chr10_79767811
chr10	79767817	-0.2732	0.4158	0.470011021	chr10_79767817
chr10	79767843	0.2046	0.4875	0.630744314	chr10_79767843
chr10	79768064	-0.2752	0.4134	0.464720541	chr10_79768064
chr10	79768091	-0.3495	0.5719	0.456286508	chr10_79768091
chr10	79769075	-0.01478	0.5016	0.972828923	chr10_79769075
chr10	79769121	0.3446	0.4128	0.359393922	chr10_79769121
chr10	79770677	0.3355	0.7337	0.500960715	chr10_79770677
chr10	79770728	-0.1865	0.7058	0.709146551	chr10_79770728
chr10	79770746	0.2866	0.6208	0.555942871	chr10_79770746
chr10	79771618	0.3076	0.3733	0.374427663	chr10_79771618
chr10	79771640	0.02535	0.2346	0.911490677	chr10_79771640
chr10	79771813	-0.3558	0.5193	0.422708457	chr10_79771813
chr10	79771953	-0.254	0.4571	0.532124169	chr10_79771953
chr10	79771974	0.2193	0.5088	0.616607493	chr10_79771974
chr10	79771997	-0.264	0.4628	0.519898227	chr10_79771997
chr10	79772014	-0.4079	0.4593	0.31741438	chr10_79772014
chr10	79772278	0.1187	0.3103	0.687392746	chr10_79772278
chr10	79772287	0.3568	0.3391	0.263368143	chr10_79772287
chr10	79772296	0.2853	0.2982	0.316177642	chr10_79772296
chr10	79772547	0.6094	0.5821	0.197915462	chr10_79772547
chr10	79772578	0.1901	0.6758	0.702733336	chr10_79772578
chr10	79772588	-0.5717	0.6155	0.238587715	chr10_79772588
chr10	79772637	-0.1849	0.4684	0.655025276	chr10_79772637
chr10	79777738	0.02503	0.5597	0.9569632	chr10_79777738
chr10	79777760	-0.01032	0.4334	0.978920596	chr10_79777760
chr10	79777768	-0.2895	0.5039	0.505963842	chr10_79777768
chr10	79777792	0.2683	0.5116	0.541625404	chr10_79777792
chr10	79786686	0.08331	0.3753	0.810727056	chr10_79786686
chr10	79786775	0.4414	0.3543	0.182775416	chr10_79786775
chr10	79789630	0.2407	0.279	0.368973175	chr10_79789630
chr10	79789669	-0.0087	0.6051	0.98559166	chr10_79789669
chr10	79795353	-0.1776	0.4303	0.647505572	chr10_79795353
chr10	79795372	0.1437	0.4384	0.715337194	chr10_79795372
chr10	79799092	0.7178	0.615	0.138827782	chr10_79799092
chr10	79799116	0.7371	0.7754	0.132225082	chr10_79799116
chr10	79799567	0.003764	0.2745	0.988622575	chr10_79799567
chr10	79803230	-0.05829	0.2731	0.824413026	chr10_79803230
chr10	79803308	-0.409	0.3899	0.254644021	chr10_79803308
chr10	79803328	-0.2888	0.3649	0.395289257	chr10_79803328
chr10	79803342	-0.3623	0.3417	0.259238072	chr10_79803342
chr10	79803358	-0.1268	0.3233	0.678534683	chr10_79803358
chr10	79803396	0.01886	0.5092	0.965673175	chr10_79803396
chr10	79804662	0.07061	0.3666	0.835993603	chr10_79804662
chr10	79805908	-0.02459	0.2997	0.931464888	chr10_79805908
chr10	79805912	0.03758	0.5332	0.933604337	chr10_79805912
chr10	79805936	0.6867	0.8546	0.121771771	chr10_79805936
chr10	79805940	-0.0583	0.496	0.892323437	chr10_79805940
chr10	79805950	0.539	0.4568	0.184698837	chr10_79805950
chr10	79806088	0.1732	0.3961	0.633921842	chr10_79806088
chr10	79806097	0.3287	0.2523	0.178183074	chr10_79806097
chr10	79806117	0.04555	0.3188	0.880176774	chr10_79806117
chr10	79806127	0.1374	0.3192	0.649676133	chr10_79806127
chr10	79806130	-0.1852	0.3083	0.52773119	chr10_79806130
chr10	79806132	0.1567	0.2992	0.583092186	chr10_79806132
chr10	79806141	0.165	0.3438	0.609291946	chr10_79806141
chr10	79806165	0.3523	0.2983	0.215953409	chr10_79806165
chr10	79806820	0.1184	0.2303	0.597281931	chr10_79806820
chr10	79815293	-0.4521	0.2995	0.11361715	chr10_79815293
chr10	79820114	-0.2323	0.2036	0.243868292	chr10_79820114
chr10	79820211	-0.2001	0.2897	0.470502823	chr10_79820211
chr10	79820250	-0.2069	0.2197	0.334382538	chr10_79820250
chr10	79820361	-0.3604	0.2536	0.14178836	chr10_79820361
chr10	79820522	-0.3962	0.5173	0.370815092	chr10_79820522
chr10	79820546	-0.1653	0.5647	0.72282414	chr10_79820546
chr10	798209	-0.5987	0.4929	0.162711729	chr10_798209
chr10	79824536	0.2719	0.4391	0.49068514	chr10_79824536
chr10	79824547	0.03739	0.7247	0.940314102	chr10_79824547
chr10	79824695	-0.7186	0.5624	0.122278598	chr10_79824695
chr10	79826793	0.02356	0.2346	0.917717401	chr10_79826793
chr10	79828083	0.08303	0.2079	0.683056427	chr10_79828083
chr10	79828086	0.1333	0.2567	0.59106932	chr10_79828086
chr10	79828100	-0.01035	0.2339	0.963699085	chr10_79828100
chr10	79830373	-0.8563	0.6422	0.081948248	chr10_79830373
chr10	79830414	-1.104	0.6902	0.027072653	chr10_79830414
chr10	79830615	0.1107	0.6822	0.824366732	chr10_79830615
chr10	79838607	0.3205	0.4047	0.386471348	chr10_79838607
chr10	79838973	0.1047	0.2845	0.701069322	chr10_79838973
chr10	79839052	-0.7383	0.6406	0.133378043	chr10_79839052
chr10	79839670	-0.327	0.6278	0.503385791	chr10_79839670
chr10	79842093	0.1619	0.2868	0.555687286	chr10_79842093
chr10	79842100	0.0656	0.2852	0.810345059	chr10_79842100
chr10	79842177	-0.1897	0.4287	0.624281471	chr10_79842177
chr10	79842202	-0.2909	0.6137	0.54826441	chr10_79842202
chr10	79842212	0.2085	0.5886	0.661260319	chr10_79842212
chr10	79842228	-0.173	0.2901	0.533190199	chr10_79842228
chr10	79842230	-0.2808	0.2595	0.262515847	chr10_79842230
chr10	79842249	-0.09475	0.1776	0.587735517	chr10_79842249
chr10	79842305	-0.06971	0.1929	0.712652434	chr10_79842305
chr10	79842362	-0.04633	0.2369	0.840465654	chr10_79842362
chr10	79842389	0.4036	0.5746	0.390767679	chr10_79842389
chr10	79845285	0.1725	0.291	0.535522611	chr10_79845285
chr10	79847935	-0.846	0.6494	0.086689491	chr10_79847935
chr10	79861244	0.3533	0.4998	0.414426298	chr10_79861244
chr10	79861287	0.4085	0.6132	0.399038453	chr10_79861287
chr10	79861299	0.676	0.5193	0.127697613	chr10_79861299
chr10	79863706	0.3475	0.3474	0.286095241	chr10_79863706
chr10	79863738	-0.2061	0.3916	0.567333157	chr10_79863738
chr10	79863761	1.535	0.6786	0.002072607	chr10_79863761
chr10	79871676	-0.6011	0.4121	0.109402783	chr10_79871676
chr10	79874908	-0.6785	0.4653	0.099476346	chr10_79874908
chr10	79874933	-0.5344	0.4732	0.199863409	chr10_79874933
chr10	79874956	-0.2499	0.486	0.556294423	chr10_79874956
chr10	79874967	-0.4924	0.3903	0.170601665	chr10_79874967
chr10	79878916	-0.1214	0.311	0.681276827	chr10_79878916
chr10	79878951	0.04915	0.4532	0.903166327	chr10_79878951
chr10	79879015	-0.09307	0.5428	0.838231667	chr10_79879015
chr10	79879714	0.3185	0.4871	0.454041122	chr10_79879714
chr10	79879864	-0.2005	0.3663	0.556363924	chr10_79879864
chr10	79879899	0.3183	0.4169	0.400925373	chr10_79879899
chr10	79879965	0.8725	0.4854	0.039788927	chr10_79879965
chr10	79879973	-0.3627	0.654	0.463496631	chr10_79879973
chr10	79879976	-0.3396	0.5018	0.433979247	chr10_79879976
chr10	79880017	-0.3486	0.7282	0.484876049	chr10_79880017
chr10	79880142	-0.2862	0.6687	0.564869748	chr10_79880142
chr10	79880157	-0.3387	0.733	0.496953053	chr10_79880157
chr10	79881141	0.2915	0.7344	0.558673277	chr10_79881141
chr10	79881260	-0.2796	0.743	0.573942494	chr10_79881260
chr10	79881348	-0.5154	0.4714	0.215076576	chr10_79881348
chr10	79881980	-0.2144	0.499	0.620037109	chr10_79881980
chr10	79882014	-0.434	0.7438	0.382683443	chr10_79882014
chr10	79893371	0.2332	0.3697	0.497214197	chr10_79893371
chr10	79893438	0.1558	0.4121	0.678189268	chr10_79893438
chr10	79896456	0.113	0.2634	0.656529724	chr10_79896456
chr10	79896593	0.2239	0.4011	0.542271185	chr10_79896593
chr10	79897500	-0.472	0.3331	0.132886648	chr10_79897500
chr10	79898435	-0.7266	0.7448	0.143745646	chr10_79898435
chr10	79899127	-0.3634	0.3022	0.207129931	chr10_79899127
chr10	79899140	-0.1356	0.5301	0.762899863	chr10_79899140
chr10	79899163	0.003541	0.3847	0.992043624	chr10_79899163
chr10	79899167	-0.08453	0.4161	0.823218686	chr10_79899167
chr10	79899232	0.3025	0.3138	0.309976137	chr10_79899232
chr10	79899278	0.3374	0.7328	0.498624997	chr10_79899278
chr10	79899280	-0.2286	0.5788	0.628152802	chr10_79899280
chr10	79899325	0.3579	0.547	0.434454381	chr10_79899325
chr10	79899367	-0.545	0.4864	0.199703326	chr10_79899367
chr10	79899995	-0.8028	0.4334	0.039840331	chr10_79899995
chr10	79900007	-0.1352	0.4833	0.749316542	chr10_79900007
chr10	79900066	-0.1681	0.213	0.419241607	chr10_79900066
chr10	79900139	-0.04636	0.2259	0.833145374	chr10_79900139
chr10	79900258	-0.2791	0.5182	0.528861617	chr10_79900258
chr10	79900281	-0.05085	0.7059	0.918994333	chr10_79900281
chr10	79900283	-0.6629	0.606	0.169080588	chr10_79900283
chr10	79900300	1.259	0.8754	0.002928169	chr10_79900300
chr10	79900302	-0.379	0.5254	0.396549373	chr10_79900302
chr10	79900333	-0.1938	0.7242	0.697968047	chr10_79900333
chr10	79900338	0.4137	0.685	0.407120405	chr10_79900338
chr10	79900354	0.1072	0.5432	0.814169668	chr10_79900354
chr10	79900388	0.7568	0.6322	0.122341446	chr10_79900388
chr10	79900465	-0.5568	0.8111	0.240536298	chr10_79900465
chr10	79900480	0.2233	0.7935	0.643784386	chr10_79900480
chr10	79900495	0.09027	0.7667	0.854490844	chr10_79900495
chr10	79900512	0.2242	0.6871	0.65335996	chr10_79900512
chr10	79900560	-0.3868	0.6001	0.420372825	chr10_79900560
chr10	79900579	-1.243	0.7058	0.012918181	chr10_79900579
chr10	79900615	0.7849	0.5846	0.097951982	chr10_79900615
chr10	79901687	-0.5062	0.4571	0.213092796	chr10_79901687
chr10	79902237	-0.5477	0.4186	0.14966714	chr10_79902237
chr10	79906000	0.01755	0.4295	0.963910078	chr10_79906000
chr10	79907983	-0.0236	0.6301	0.961529758	chr10_79907983
chr10	79907988	0.06457	0.6177	0.894253815	chr10_79907988
chr10	79908057	-0.2535	0.3264	0.411273261	chr10_79908057
chr10	79908109	0.05195	0.4836	0.902321579	chr10_79908109
chr10	79908124	-0.452	0.5425	0.321287908	chr10_79908124
chr10	79908180	-0.2317	0.179	0.18828732	chr10_79908180
chr10	79908187	-0.1709	0.2119	0.409228036	chr10_79908187
chr10	79908300	0.07079	0.2007	0.718816214	chr10_79908300
chr10	79908309	0.07868	0.1549	0.607149728	chr10_79908309
chr10	79908341	-0.00983	0.1542	0.948556134	chr10_79908341
chr10	79909979	-0.1385	0.2117	0.50324046	chr10_79909979
chr10	79909983	-0.04969	0.1835	0.782956928	chr10_79909983
chr10	79909994	-0.32	0.251	0.187817362	chr10_79909994
chr10	79912284	0.1081	0.3647	0.750232219	chr10_79912284
chr10	79912295	0.5095	0.4273	0.18722468	chr10_79912295
chr10	79912384	0.2005	0.5682	0.668057046	chr10_79912384
chr10	79913003	0.4352	0.3063	0.135549897	chr10_79913003
chr10	79913008	0.3455	0.222	0.110458611	chr10_79913008
chr10	79913024	0.1201	0.2304	0.592180231	chr10_79913024
chr10	79913027	0.3899	0.1782	0.026176647	chr10_79913027
chr10	79913089	0.3045	0.4161	0.420950701	chr10_79913089
chr10	79913164	0.04782	0.4555	0.906124877	chr10_79913164
chr10	79913173	-0.6666	0.4471	0.095550683	chr10_79913173
chr10	79913187	0.2313	0.3835	0.513716572	chr10_79913187
chr10	79922153	0.6181	0.5079	0.15772708	chr10_79922153
chr10	79925803	-0.5807	0.4477	0.146900349	chr10_79925803
chr10	79925826	-0.7895	0.5544	0.087062991	chr10_79925826
